# Gumbel-Zero mlp/conv architecture sweep (round 6) opener-division follow-up: every non-REF rung=4000 checkpoint (45 mlp + 45 conv) wrapped with each of the 4 non-openless CHAMPION.md categories' openers.
# elo/games/cpu_ms_move columns are from a PINNED screening fit against ranking/roster_screening_pool.txt: screening only, not certification. gaz(...) is not category-eligible for a title (CHAMPION.md one-head rule) -- this ranks candidates for a possible future certification push, per division.
block	modeltype	category	elo	elo_pm	games	cpu_ms_move	full_agent_id
C13	conv	4random	646	21	432	119.464	gaz(sims=300,cvisit=1000,cscale=40)@1.learned(model=1641,362590ab,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C13	conv	8random	581	23	432	89.848	gaz(sims=300,cvisit=1000,cscale=40)@1.learned(model=1641,362590ab,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C14	conv	4book	690	20	432	69.412	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1645,aa2c1b36,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C14	conv	8book	683	20	432	68.305	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1645,aa2c1b36,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C14	conv	4random	581	23	432	60.283	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1645,aa2c1b36,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C14	conv	8random	544	24	432	44.925	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1645,aa2c1b36,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C15	conv	4book	748	19	432	69.829	gaz(sims=300,cvisit=400,cscale=70)@1.learned(model=1649,7bd8f519,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C15	conv	8book	724	20	432	69.173	gaz(sims=300,cvisit=400,cscale=70)@1.learned(model=1649,7bd8f519,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C15	conv	4random	726	20	432	61.845	gaz(sims=300,cvisit=400,cscale=70)@1.learned(model=1649,7bd8f519,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C15	conv	8random	654	21	432	47.303	gaz(sims=300,cvisit=400,cscale=70)@1.learned(model=1649,7bd8f519,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C16	conv	4book	666	21	432	117.219	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1653,d00aec2b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C16	conv	8book	643	21	432	116.552	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1653,d00aec2b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C16	conv	4random	617	22	432	101.547	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1653,d00aec2b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C16	conv	8random	544	24	432	74.105	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1653,d00aec2b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C17	conv	4book	680	20	432	51.631	gaz(sims=400,cvisit=600,cscale=70,m=12)@1.learned(model=1657,96e5e2df,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C17	conv	8book	687	20	432	50.847	gaz(sims=400,cvisit=600,cscale=70,m=12)@1.learned(model=1657,96e5e2df,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C17	conv	4random	631	21	432	44.895	gaz(sims=400,cvisit=600,cscale=70,m=12)@1.learned(model=1657,96e5e2df,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C17	conv	8random	514	25	432	33.274	gaz(sims=400,cvisit=600,cscale=70,m=12)@1.learned(model=1657,96e5e2df,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C18	conv	4book	710	20	432	149.547	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1661,ac7b025a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C18	conv	8book	722	20	432	146.648	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1661,ac7b025a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C18	conv	4random	676	20	432	129.912	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1661,ac7b025a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C18	conv	8random	572	23	432	99.326	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1661,ac7b025a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C19	conv	4book	685	20	432	19.918	gaz(sims=500,cvisit=1000,cscale=70)@1.learned(model=1665,86434a87,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C19	conv	8book	687	20	432	19.624	gaz(sims=500,cvisit=1000,cscale=70)@1.learned(model=1665,86434a87,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C19	conv	4random	678	20	432	17.204	gaz(sims=500,cvisit=1000,cscale=70)@1.learned(model=1665,86434a87,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C19	conv	8random	566	23	432	12.884	gaz(sims=500,cvisit=1000,cscale=70)@1.learned(model=1665,86434a87,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C20	conv	4book	680	20	432	63.955	gaz(sims=500,cvisit=600,cscale=100,m=12)@1.learned(model=1669,9b11ae42,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C20	conv	8book	697	20	432	63.348	gaz(sims=500,cvisit=600,cscale=100,m=12)@1.learned(model=1669,9b11ae42,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C20	conv	4random	656	21	432	55.690	gaz(sims=500,cvisit=600,cscale=100,m=12)@1.learned(model=1669,9b11ae42,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C20	conv	8random	572	23	432	41.826	gaz(sims=500,cvisit=600,cscale=100,m=12)@1.learned(model=1669,9b11ae42,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C21	conv	4book	654	21	432	192.862	gaz(sims=400,cvisit=400,cscale=130)@1.learned(model=1673,e92eec62,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C21	conv	8book	625	21	432	189.881	gaz(sims=400,cvisit=400,cscale=130)@1.learned(model=1673,e92eec62,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C21	conv	4random	609	22	432	166.757	gaz(sims=400,cvisit=400,cscale=130)@1.learned(model=1673,e92eec62,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C21	conv	8random	489	25	432	124.255	gaz(sims=400,cvisit=400,cscale=130)@1.learned(model=1673,e92eec62,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C22	conv	4book	678	20	432	122.342	gaz(sims=500,cvisit=1000,cscale=40,m=20)@1.learned(model=1677,71467a8f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C22	conv	8book	710	20	432	120.412	gaz(sims=500,cvisit=1000,cscale=40,m=20)@1.learned(model=1677,71467a8f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C22	conv	4random	692	20	432	105.839	gaz(sims=500,cvisit=1000,cscale=40,m=20)@1.learned(model=1677,71467a8f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C22	conv	8random	534	24	432	80.332	gaz(sims=500,cvisit=1000,cscale=40,m=20)@1.learned(model=1677,71467a8f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C23	conv	4book	631	21	432	114.472	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1681,dccbcc08,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C23	conv	8book	581	23	432	113.205	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1681,dccbcc08,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C23	conv	4random	528	24	432	98.232	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1681,dccbcc08,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C23	conv	8random	383	29	432	69.797	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1681,dccbcc08,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C24	conv	4book	685	20	432	72.281	gaz(sims=300,cvisit=1000,cscale=70,m=8)@1.learned(model=1685,5b399298,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C24	conv	8book	656	21	432	71.934	gaz(sims=300,cvisit=1000,cscale=70,m=8)@1.learned(model=1685,5b399298,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C24	conv	4random	656	21	432	62.843	gaz(sims=300,cvisit=1000,cscale=70,m=8)@1.learned(model=1685,5b399298,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C24	conv	8random	534	24	432	46.949	gaz(sims=300,cvisit=1000,cscale=70,m=8)@1.learned(model=1685,5b399298,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C25	conv	4book	719	20	432	240.439	gaz(sims=500,cvisit=1000,cscale=130,m=20)@1.learned(model=1689,5d82a9a3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C25	conv	8book	730	19	432	236.962	gaz(sims=500,cvisit=1000,cscale=130,m=20)@1.learned(model=1689,5d82a9a3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C25	conv	4random	687	20	432	209.617	gaz(sims=500,cvisit=1000,cscale=130,m=20)@1.learned(model=1689,5d82a9a3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C25	conv	8random	566	23	432	154.397	gaz(sims=500,cvisit=1000,cscale=130,m=20)@1.learned(model=1689,5d82a9a3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C26	conv	4book	779	19	432	72.421	gaz(sims=300,cvisit=800,cscale=100,m=12)@1.learned(model=1693,6fbbfefb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C26	conv	8book	787	19	432	71.423	gaz(sims=300,cvisit=800,cscale=100,m=12)@1.learned(model=1693,6fbbfefb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C26	conv	4random	741	19	432	63.147	gaz(sims=300,cvisit=800,cscale=100,m=12)@1.learned(model=1693,6fbbfefb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C26	conv	8random	628	21	432	48.127	gaz(sims=300,cvisit=800,cscale=100,m=12)@1.learned(model=1693,6fbbfefb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C27	conv	4book	553	23	432	52.791	gaz(sims=400,cvisit=800,cscale=100,m=12)@1.learned(model=1697,e70d0eee,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C27	conv	8book	547	24	432	52.235	gaz(sims=400,cvisit=800,cscale=100,m=12)@1.learned(model=1697,e70d0eee,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C27	conv	4random	553	23	432	45.394	gaz(sims=400,cvisit=800,cscale=100,m=12)@1.learned(model=1697,e70d0eee,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C27	conv	8random	442	27	432	32.806	gaz(sims=400,cvisit=800,cscale=100,m=12)@1.learned(model=1697,e70d0eee,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C28	conv	4book	706	20	432	16.035	gaz(sims=400,cvisit=600,cscale=40)@1.learned(model=1701,5d60e7f1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C28	conv	8book	694	20	432	15.755	gaz(sims=400,cvisit=600,cscale=40)@1.learned(model=1701,5d60e7f1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C28	conv	4random	661	21	432	14.138	gaz(sims=400,cvisit=600,cscale=40)@1.learned(model=1701,5d60e7f1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C28	conv	8random	541	24	432	10.576	gaz(sims=400,cvisit=600,cscale=40)@1.learned(model=1701,5d60e7f1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C29	conv	4book	646	21	432	231.351	gaz(sims=500,cvisit=800,cscale=70,m=8)@1.learned(model=1705,672e9a49,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C29	conv	8book	651	21	432	230.134	gaz(sims=500,cvisit=800,cscale=70,m=8)@1.learned(model=1705,672e9a49,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C29	conv	4random	636	21	432	202.029	gaz(sims=500,cvisit=800,cscale=70,m=8)@1.learned(model=1705,672e9a49,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C29	conv	8random	493	25	432	148.302	gaz(sims=500,cvisit=800,cscale=70,m=8)@1.learned(model=1705,672e9a49,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C30	conv	4book	636	21	432	15.625	gaz(sims=400,cvisit=600,cscale=70,m=8)@1.learned(model=1709,9c2d6569,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C30	conv	8book	623	22	432	15.524	gaz(sims=400,cvisit=600,cscale=70,m=8)@1.learned(model=1709,9c2d6569,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C30	conv	4random	592	22	432	13.645	gaz(sims=400,cvisit=600,cscale=70,m=8)@1.learned(model=1709,9c2d6569,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C30	conv	8random	485	25	432	10.033	gaz(sims=400,cvisit=600,cscale=70,m=8)@1.learned(model=1709,9c2d6569,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C31	conv	4book	617	22	432	12.060	gaz(sims=300,cvisit=600,cscale=70,m=8)@1.learned(model=1713,e35a4821,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C31	conv	8book	601	22	432	11.878	gaz(sims=300,cvisit=600,cscale=70,m=8)@1.learned(model=1713,e35a4821,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C31	conv	4random	553	23	432	9.910	gaz(sims=300,cvisit=600,cscale=70,m=8)@1.learned(model=1713,e35a4821,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C31	conv	8random	466	26	432	7.502	gaz(sims=300,cvisit=600,cscale=70,m=8)@1.learned(model=1713,e35a4821,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C32	conv	4book	649	21	432	229.015	gaz(sims=500,cvisit=800,cscale=130)@1.learned(model=1717,4d69bdb6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C32	conv	8book	631	21	432	231.110	gaz(sims=500,cvisit=800,cscale=130)@1.learned(model=1717,4d69bdb6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C32	conv	4random	617	22	432	199.458	gaz(sims=500,cvisit=800,cscale=130)@1.learned(model=1717,4d69bdb6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C32	conv	8random	496	25	432	148.436	gaz(sims=500,cvisit=800,cscale=130)@1.learned(model=1717,4d69bdb6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C33	conv	4book	690	20	432	11.701	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1721,3208a532,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C33	conv	8book	701	20	432	11.473	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1721,3208a532,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C33	conv	4random	699	20	432	10.155	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1721,3208a532,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C33	conv	8random	601	22	432	7.876	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1721,3208a532,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C34	conv	4book	661	21	432	35.824	gaz(sims=300,cvisit=600,cscale=100,m=20)@1.learned(model=1725,3e79bfca,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C34	conv	8book	685	20	432	38.910	gaz(sims=300,cvisit=600,cscale=100,m=20)@1.learned(model=1725,3e79bfca,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C34	conv	4random	631	21	432	30.000	gaz(sims=300,cvisit=600,cscale=100,m=20)@1.learned(model=1725,3e79bfca,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C34	conv	8random	454	27	432	25.310	gaz(sims=300,cvisit=600,cscale=100,m=20)@1.learned(model=1725,3e79bfca,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C35	conv	4book	646	21	432	37.784	gaz(sims=300,cvisit=600,cscale=100,m=8)@1.learned(model=1729,c6ed39e7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C35	conv	8book	651	21	432	38.937	gaz(sims=300,cvisit=600,cscale=100,m=8)@1.learned(model=1729,c6ed39e7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C35	conv	4random	633	21	432	34.052	gaz(sims=300,cvisit=600,cscale=100,m=8)@1.learned(model=1729,c6ed39e7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C35	conv	8random	496	25	432	25.595	gaz(sims=300,cvisit=600,cscale=100,m=8)@1.learned(model=1729,c6ed39e7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C36	conv	4book	708	20	432	15.488	gaz(sims=400,cvisit=1000,cscale=40,m=20)@1.learned(model=1733,0d3f2727,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C36	conv	8book	722	20	432	16.232	gaz(sims=400,cvisit=1000,cscale=40,m=20)@1.learned(model=1733,0d3f2727,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C36	conv	4random	699	20	432	11.363	gaz(sims=400,cvisit=1000,cscale=40,m=20)@1.learned(model=1733,0d3f2727,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C36	conv	8random	544	24	432	10.579	gaz(sims=400,cvisit=1000,cscale=40,m=20)@1.learned(model=1733,0d3f2727,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C37	conv	4book	598	22	432	57.513	gaz(sims=300,cvisit=1000,cscale=70,m=12)@1.learned(model=1737,27e4ce0c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C37	conv	8book	569	23	432	69.582	gaz(sims=300,cvisit=1000,cscale=70,m=12)@1.learned(model=1737,27e4ce0c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C37	conv	4random	595	22	432	56.764	gaz(sims=300,cvisit=1000,cscale=70,m=12)@1.learned(model=1737,27e4ce0c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C37	conv	8random	420	28	432	44.405	gaz(sims=300,cvisit=1000,cscale=70,m=12)@1.learned(model=1737,27e4ce0c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C38	conv	4book	666	21	432	238.948	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1.learned(model=1741,e734e03f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C38	conv	8book	697	20	432	235.689	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1.learned(model=1741,e734e03f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C38	conv	4random	699	20	432	184.438	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1.learned(model=1741,e734e03f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C38	conv	8random	595	22	432	153.384	gaz(sims=500,cvisit=1000,cscale=100,m=8)@1.learned(model=1741,e734e03f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C39	conv	4book	692	20	432	112.070	gaz(sims=300,cvisit=400,cscale=100,m=12)@1.learned(model=1745,ee2f0071,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C39	conv	8book	710	20	432	141.199	gaz(sims=300,cvisit=400,cscale=100,m=12)@1.learned(model=1745,ee2f0071,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C39	conv	4random	719	20	432	95.874	gaz(sims=300,cvisit=400,cscale=100,m=12)@1.learned(model=1745,ee2f0071,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C39	conv	8random	598	22	432	91.026	gaz(sims=300,cvisit=400,cscale=100,m=12)@1.learned(model=1745,ee2f0071,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C40	conv	4book	604	22	432	154.461	gaz(sims=400,cvisit=600,cscale=70,m=12)@1.learned(model=1749,5533a2c9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C40	conv	8book	550	23	432	186.860	gaz(sims=400,cvisit=600,cscale=70,m=12)@1.learned(model=1749,5533a2c9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C40	conv	4random	544	24	432	156.354	gaz(sims=400,cvisit=600,cscale=70,m=12)@1.learned(model=1749,5533a2c9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C40	conv	8random	458	26	432	123.969	gaz(sims=400,cvisit=600,cscale=70,m=12)@1.learned(model=1749,5533a2c9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C41	conv	4book	726	20	432	30.175	gaz(sims=300,cvisit=800,cscale=100,m=20)@1.learned(model=1753,be20ec42,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C41	conv	8book	701	20	432	38.053	gaz(sims=300,cvisit=800,cscale=100,m=20)@1.learned(model=1753,be20ec42,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C41	conv	4random	685	20	432	24.284	gaz(sims=300,cvisit=800,cscale=100,m=20)@1.learned(model=1753,be20ec42,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C41	conv	8random	578	23	432	25.413	gaz(sims=300,cvisit=800,cscale=100,m=20)@1.learned(model=1753,be20ec42,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C42	conv	4book	708	20	432	26.000	gaz(sims=300,cvisit=800,cscale=100)@1.learned(model=1757,f4563cde,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C42	conv	8book	701	20	432	33.275	gaz(sims=300,cvisit=800,cscale=100)@1.learned(model=1757,f4563cde,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C42	conv	4random	690	20	432	23.841	gaz(sims=300,cvisit=800,cscale=100)@1.learned(model=1757,f4563cde,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C42	conv	8random	601	22	432	23.983	gaz(sims=300,cvisit=800,cscale=100)@1.learned(model=1757,f4563cde,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C43	conv	4book	628	21	432	9.668	gaz(sims=300,cvisit=600,cscale=70,m=12)@1.learned(model=1761,1f87c6c5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C43	conv	8book	636	21	432	12.205	gaz(sims=300,cvisit=600,cscale=70,m=12)@1.learned(model=1761,1f87c6c5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C43	conv	4random	671	20	432	7.478	gaz(sims=300,cvisit=600,cscale=70,m=12)@1.learned(model=1761,1f87c6c5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C43	conv	8random	521	24	432	7.742	gaz(sims=300,cvisit=600,cscale=70,m=12)@1.learned(model=1761,1f87c6c5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C44	conv	4book	671	20	432	10.538	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1.learned(model=1765,2e1c9d19,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C44	conv	8book	694	20	432	14.930	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1.learned(model=1765,2e1c9d19,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
C44	conv	4random	710	20	432	8.833	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1.learned(model=1765,2e1c9d19,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=4)@1
C44	conv	8random	598	22	432	8.771	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1.learned(model=1765,2e1c9d19,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(rand,moves=8)@1
C45	conv	4book	623	22	432	10.598	gaz(sims=400,cvisit=600,cscale=100,m=20)@1.learned(model=1769,f713a929,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=15)@1
C45	conv	8book	601	22	432	14.806	gaz(sims=400,cvisit=600,cscale=100,m=20)@1.learned(model=1769,f713a929,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1.opener(book,book=16)@1
