# Gumbel-Zero joint training x search-shape sweep (plans/gumbel-mcts-results-5-violet-harbor.md). One row per checkpoint (404 total: 101 draws x 4 rungs).
# cvisit/cscale/m columns are RATING-time search shape only (the gaz(...) serving head). Training self-play never reads them: ml_gumbelzero.cpp calls
# gumbelSearch() directly and never touches g_gumbelCVisit/g_gumbelCScale/g_gumbelRootM, so every row's actual self-play search shape is the fixed engine
# default (cvisit=50, cscale=1.0, m=16), regardless of the swept cvisit/cscale/m values below.
# elo/games/cpu_ms_move/playstyle columns are from a PINNED screening fit against ranking/roster_screening_pool.txt (Docs/ranking-workflow.md Workflow A):
# screening only, not certification -- see the results doc's Caveats section before treating any single row's Elo as a reliable ranking.
# Generated by tools/export_cohort_results.ps1 from:
#   ledger:           D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\gumbelzero_joint_study.csv
#   pinned standings: D:\Downloads\Zeph\Board Games\Breakthrough\ranking\standings_screen_gzjoint_pinned.tsv
#   pinned report:    D:\Downloads\Zeph\Board Games\Breakthrough\ranking\report_screen_gzjoint_pinned.md
block	seed	sims	lr	l2	replaycap	replaywarm	batch	open	cvisit	cscale	m	rung	slot	model	elo	elo_pm	games	cpu_ms_move	wl_as_white	wl_as_black	avg_plies	end_piece_margin	eff_elo_per_log2cpu	nodes_per_move	search_head_id	model_id	full_agent_id
R88	8888	500	0.01	0.001	8000	128	32	8	600	130	16	100	1350	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1350.txt	454	27	432	2.226	43-173	39-177	49	-1.0	41	0	gaz(sims=500,cvisit=600,cscale=130)@1	learned(model=1350,ea19e681,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130)@1.learned(model=1350,ea19e681,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R88	8888	500	0.01	0.001	8000	128	32	8	600	130	16	400	1351	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1351.txt	517	24	432	1.650	61-155	38-178	49	-0.7	48	0	gaz(sims=500,cvisit=600,cscale=130)@1	learned(model=1351,7bc4d698,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130)@1.learned(model=1351,7bc4d698,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R88	8888	500	0.01	0.001	8000	128	32	8	600	130	16	1500	1352	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1352.txt	524	24	432	1.579	64-152	37-179	45	-1.0	49	0	gaz(sims=500,cvisit=600,cscale=130)@1	learned(model=1352,eb866ea0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130)@1.learned(model=1352,eb866ea0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R88	8888	500	0.01	0.001	8000	128	32	8	600	130	16	4000	1353	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1353.txt	496	25	432	1.529	62-154	31-185	46	-0.7	47	0	gaz(sims=500,cvisit=600,cscale=130)@1	learned(model=1353,b386efd8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130)@1.learned(model=1353,b386efd8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R89	8889	300	0.03	0.001	500	16	32	8	800	70	20	100	1354	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1354.txt	503	25	432	0.737	54-162	41-175	40	-1.4	53	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	learned(model=1354,cfe58c6f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1354,cfe58c6f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R89	8889	300	0.03	0.001	500	16	32	8	800	70	20	400	1355	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1355.txt	534	24	432	0.902	61-155	43-173	41	-0.8	54	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	learned(model=1355,fbeaad9e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1355,fbeaad9e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R89	8889	300	0.03	0.001	500	16	32	8	800	70	20	1500	1356	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1356.txt	458	26	432	0.900	58-158	25-191	42	-1.2	47	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	learned(model=1356,7e3faaa7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1356,7e3faaa7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R89	8889	300	0.03	0.001	500	16	32	8	800	70	20	4000	1357	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1357.txt	485	25	432	1.036	54-162	36-180	42	-1.3	48	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	learned(model=1357,0765141e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1357,0765141e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R90	8890	400	0.03	0.0003	500	16	32	0	800	130	8	100	1358	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1358.txt	557	23	432	1.425	65-151	46-170	46	-1.2	53	0	gaz(sims=400,cvisit=800,cscale=130,m=8)@1	learned(model=1358,76ccaa9c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1358,76ccaa9c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R90	8890	400	0.03	0.0003	500	16	32	0	800	130	8	400	1359	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1359.txt	541	24	432	1.355	62-154	44-172	47	-1.0	52	0	gaz(sims=400,cvisit=800,cscale=130,m=8)@1	learned(model=1359,22d022f2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1359,22d022f2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R90	8890	400	0.03	0.0003	500	16	32	0	800	130	8	1500	1360	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1360.txt	604	22	432	1.390	75-141	52-164	44	-1.0	58	0	gaz(sims=400,cvisit=800,cscale=130,m=8)@1	learned(model=1360,4e923896,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1360,4e923896,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R90	8890	400	0.03	0.0003	500	16	32	0	800	130	8	4000	1361	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1361.txt	575	23	432	1.335	64-152	53-163	43	-0.9	55	0	gaz(sims=400,cvisit=800,cscale=130,m=8)@1	learned(model=1361,11076821,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1361,11076821,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R91	8891	500	0.01	0	2000	32	8	0	600	100	16	100	1362	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1362.txt	581	23	432	1.513	70-146	49-167	48	-1.1	55	0	gaz(sims=500,cvisit=600,cscale=100)@1	learned(model=1362,b27357da,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100)@1.learned(model=1362,b27357da,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R91	8891	500	0.01	0	2000	32	8	0	600	100	16	400	1363	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1363.txt	581	23	432	1.469	66-150	53-163	46	-1.0	55	0	gaz(sims=500,cvisit=600,cscale=100)@1	learned(model=1363,ba3ce20b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100)@1.learned(model=1363,ba3ce20b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R91	8891	500	0.01	0	2000	32	8	0	600	100	16	1500	1364	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1364.txt	771	19	432	1.637	91-125	107-109	49	0.6	72	0	gaz(sims=500,cvisit=600,cscale=100)@1	learned(model=1364,5d1689c0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100)@1.learned(model=1364,5d1689c0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R91	8891	500	0.01	0	2000	32	8	0	600	100	16	4000	1365	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1365.txt	557	23	432	1.649	49-167	62-154	53	0.3	52	0	gaz(sims=500,cvisit=600,cscale=100)@1	learned(model=1365,649ce3c1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=100)@1.learned(model=1365,649ce3c1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R92	8892	300	0.03	0.0003	8000	128	32	4	600	40	20	100	1366	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1366.txt	581	23	432	1.040	75-141	44-172	51	-0.6	58	0	gaz(sims=300,cvisit=600,cscale=40,m=20)@1	learned(model=1366,69a2825d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1366,69a2825d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R92	8892	300	0.03	0.0003	8000	128	32	4	600	40	20	400	1367	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1367.txt	604	22	432	0.790	79-137	48-168	46	-0.6	63	0	gaz(sims=300,cvisit=600,cscale=40,m=20)@1	learned(model=1367,e9573a3f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1367,e9573a3f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R92	8892	300	0.03	0.0003	8000	128	32	4	600	40	20	1500	1368	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1368.txt	587	22	432	0.790	73-143	48-168	45	-0.7	61	0	gaz(sims=300,cvisit=600,cscale=40,m=20)@1	learned(model=1368,f8036b74,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1368,f8036b74,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R92	8892	300	0.03	0.0003	8000	128	32	4	600	40	20	4000	1369	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1369.txt	646	21	432	0.811	83-133	60-156	44	-0.7	67	0	gaz(sims=300,cvisit=600,cscale=40,m=20)@1	learned(model=1369,5c072370,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=20)@1.learned(model=1369,5c072370,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R93	8893	300	0.003	0	500	16	128	0	600	40	12	100	1370	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1370.txt	544	24	432	0.858	56-160	51-165	43	-0.9	56	0	gaz(sims=300,cvisit=600,cscale=40,m=12)@1	learned(model=1370,2feb9f63,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=12)@1.learned(model=1370,2feb9f63,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R93	8893	300	0.003	0	500	16	128	0	600	40	12	400	1371	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1371.txt	636	21	432	0.949	79-137	60-156	45	0.2	64	0	gaz(sims=300,cvisit=600,cscale=40,m=12)@1	learned(model=1371,0e7c2d87,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=12)@1.learned(model=1371,0e7c2d87,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R93	8893	300	0.003	0	500	16	128	0	600	40	12	1500	1372	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1372.txt	623	22	432	0.859	52-164	82-134	51	-0.3	64	0	gaz(sims=300,cvisit=600,cscale=40,m=12)@1	learned(model=1372,a3543980,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=12)@1.learned(model=1372,a3543980,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R93	8893	300	0.003	0	500	16	128	0	600	40	12	4000	1373	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1373.txt	748	19	432	0.854	90-126	97-119	49	0.3	77	0	gaz(sims=300,cvisit=600,cscale=40,m=12)@1	learned(model=1373,0eb8b2da,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=600,cscale=40,m=12)@1.learned(model=1373,0eb8b2da,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R94	8894	400	0.003	0.0003	2000	32	8	8	800	130	8	100	1374	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1374.txt	397	29	432	1.793	33-183	36-180	46	-1.8	37	0	gaz(sims=400,cvisit=800,cscale=130,m=8)@1	learned(model=1374,71c88ca0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1374,71c88ca0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R94	8894	400	0.003	0.0003	2000	32	8	8	800	130	8	400	1375	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1375.txt	411	28	432	1.429	43-173	29-187	44	-1.0	39	0	gaz(sims=400,cvisit=800,cscale=130,m=8)@1	learned(model=1375,b6df3dc3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1375,b6df3dc3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R94	8894	400	0.003	0.0003	2000	32	8	8	800	130	8	1500	1376	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1376.txt	584	22	432	1.469	76-140	44-172	46	-0.7	55	0	gaz(sims=400,cvisit=800,cscale=130,m=8)@1	learned(model=1376,9065efe6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1376,9065efe6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R94	8894	400	0.003	0.0003	2000	32	8	8	800	130	8	4000	1377	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1377.txt	560	23	432	1.326	74-142	38-178	46	-0.7	54	0	gaz(sims=400,cvisit=800,cscale=130,m=8)@1	learned(model=1377,dafedc8e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130,m=8)@1.learned(model=1377,dafedc8e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R95	8895	300	0.03	0.001	8000	128	32	8	400	130	12	100	1378	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1378.txt	450	27	432	1.445	41-175	40-176	46	-0.6	43	0	gaz(sims=300,cvisit=400,cscale=130,m=12)@1	learned(model=1378,362b0e69,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=12)@1.learned(model=1378,362b0e69,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R95	8895	300	0.03	0.001	8000	128	32	8	400	130	12	400	1379	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1379.txt	416	28	432	0.917	42-174	31-185	40	-0.5	42	0	gaz(sims=300,cvisit=400,cscale=130,m=12)@1	learned(model=1379,21ed0cd1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=12)@1.learned(model=1379,21ed0cd1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R95	8895	300	0.03	0.001	8000	128	32	8	400	130	12	1500	1380	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1380.txt	547	24	432	0.780	61-155	47-169	41	-0.5	57	0	gaz(sims=300,cvisit=400,cscale=130,m=12)@1	learned(model=1380,4dc3dc64,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=12)@1.learned(model=1380,4dc3dc64,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R95	8895	300	0.03	0.001	8000	128	32	8	400	130	12	4000	1381	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1381.txt	521	24	432	0.853	54-162	46-170	42	-0.8	53	0	gaz(sims=300,cvisit=400,cscale=130,m=12)@1	learned(model=1381,be4ff0d2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=12)@1.learned(model=1381,be4ff0d2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R96	8896	400	0.03	0	500	16	8	4	400	70	16	100	1382	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1382.txt	544	24	432	1.096	65-151	42-174	45	-0.7	54	0	gaz(sims=400,cvisit=400,cscale=70)@1	learned(model=1382,6f40f5a2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1382,6f40f5a2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R96	8896	400	0.03	0	500	16	8	4	400	70	16	400	1383	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1383.txt	683	20	432	1.215	86-130	72-144	47	-0.5	67	0	gaz(sims=400,cvisit=400,cscale=70)@1	learned(model=1383,1a7e19dd,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1383,1a7e19dd,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R96	8896	400	0.03	0	500	16	8	4	400	70	16	1500	1384	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1384.txt	606	22	432	1.269	49-167	79-137	48	0.0	59	0	gaz(sims=400,cvisit=400,cscale=70)@1	learned(model=1384,a39c3394,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1384,a39c3394,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R96	8896	400	0.03	0	500	16	8	4	400	70	16	4000	1385	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1385.txt	606	22	432	1.177	40-176	88-128	52	-0.5	59	0	gaz(sims=400,cvisit=400,cscale=70)@1	learned(model=1385,5aadb8d8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=70)@1.learned(model=1385,5aadb8d8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R97	8897	300	0.003	0.0003	500	16	128	0	1000	130	12	100	1386	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1386.txt	598	22	432	0.876	70-146	55-161	44	-1.0	61	0	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1	learned(model=1386,a35fcb47,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1.learned(model=1386,a35fcb47,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R97	8897	300	0.003	0.0003	500	16	128	0	1000	130	12	400	1387	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1387.txt	592	22	432	0.925	75-141	48-168	46	-1.0	60	0	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1	learned(model=1387,a0b744e3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1.learned(model=1387,a0b744e3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R97	8897	300	0.003	0.0003	500	16	128	0	1000	130	12	1500	1388	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1388.txt	601	22	432	0.868	69-147	57-159	43	-0.6	62	0	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1	learned(model=1388,0885b7a0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1.learned(model=1388,0885b7a0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R97	8897	300	0.003	0.0003	500	16	128	0	1000	130	12	4000	1389	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1389.txt	589	22	432	0.800	73-143	49-167	44	-0.7	61	0	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1	learned(model=1389,4cfeca76,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=130,m=12)@1.learned(model=1389,4cfeca76,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R98	8898	400	0.03	0	2000	32	128	4	800	70	20	100	1390	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1390.txt	623	22	432	1.334	56-160	78-138	54	0.3	60	0	gaz(sims=400,cvisit=800,cscale=70,m=20)@1	learned(model=1390,1ade332f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=70,m=20)@1.learned(model=1390,1ade332f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R98	8898	400	0.03	0	2000	32	128	4	800	70	20	400	1391	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1391.txt	628	21	432	1.185	74-142	62-154	53	1.3	61	0	gaz(sims=400,cvisit=800,cscale=70,m=20)@1	learned(model=1391,10c12642,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=70,m=20)@1.learned(model=1391,10c12642,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R98	8898	400	0.03	0	2000	32	128	4	800	70	20	1500	1392	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1392.txt	713	20	432	1.316	85-131	86-130	50	0.8	69	0	gaz(sims=400,cvisit=800,cscale=70,m=20)@1	learned(model=1392,713b3c15,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=70,m=20)@1.learned(model=1392,713b3c15,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R98	8898	400	0.03	0	2000	32	128	4	800	70	20	4000	1393	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1393.txt	673	20	432	1.161	81-135	73-143	54	1.0	66	0	gaz(sims=400,cvisit=800,cscale=70,m=20)@1	learned(model=1393,e29b2da5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=70,m=20)@1.learned(model=1393,e29b2da5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R99	8899	400	0.03	0.0003	8000	128	8	8	1000	70	16	100	1394	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1394.txt	557	23	432	1.769	68-148	43-173	49	-0.5	52	0	gaz(sims=400,cvisit=1000,cscale=70)@1	learned(model=1394,c5b22a17,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70)@1.learned(model=1394,c5b22a17,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R99	8899	400	0.03	0.0003	8000	128	8	8	1000	70	16	400	1395	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1395.txt	735	19	432	1.520	107-109	74-142	53	0.5	70	0	gaz(sims=400,cvisit=1000,cscale=70)@1	learned(model=1395,17c6f5a2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70)@1.learned(model=1395,17c6f5a2,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R99	8899	400	0.03	0.0003	8000	128	8	8	1000	70	16	1500	1396	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1396.txt	656	21	432	1.122	96-120	51-165	47	-0.6	65	0	gaz(sims=400,cvisit=1000,cscale=70)@1	learned(model=1396,dc4640f3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70)@1.learned(model=1396,dc4640f3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R99	8899	400	0.03	0.0003	8000	128	8	8	1000	70	16	4000	1397	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1397.txt	557	23	432	1.082	60-156	51-165	45	-0.7	55	0	gaz(sims=400,cvisit=1000,cscale=70)@1	learned(model=1397,f7e2b949,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=70)@1.learned(model=1397,f7e2b949,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R100	8900	400	0.003	0.001	2000	32	8	8	400	100	20	100	1398	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1398.txt	325	31	432	1.153	37-179	18-198	43	-1.2	32	0	gaz(sims=400,cvisit=400,cscale=100,m=20)@1	learned(model=1398,740da80a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=20)@1.learned(model=1398,740da80a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R100	8900	400	0.003	0.001	2000	32	8	8	400	100	20	400	1399	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1399.txt	507	25	432	0.852	54-162	42-174	42	-0.9	52	0	gaz(sims=400,cvisit=400,cscale=100,m=20)@1	learned(model=1399,60565d88,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=20)@1.learned(model=1399,60565d88,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R100	8900	400	0.003	0.001	2000	32	8	8	400	100	20	1500	1400	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1400.txt	521	24	432	0.848	55-161	45-171	40	-0.8	54	0	gaz(sims=400,cvisit=400,cscale=100,m=20)@1	learned(model=1400,fea66849,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=20)@1.learned(model=1400,fea66849,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R100	8900	400	0.003	0.001	2000	32	8	8	400	100	20	4000	1401	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1401.txt	514	25	432	0.736	63-153	35-181	45	-0.7	54	0	gaz(sims=400,cvisit=400,cscale=100,m=20)@1	learned(model=1401,483aaf4b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=20)@1.learned(model=1401,483aaf4b,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
